answer,current_clue,source_type,source_id,canonical_slug,source_ref,evidence_page_url,approved_count,fallback_used,rejected_candidates,rejected_reason_codes,manual_clue,reason_codes,reason_details,status
COASTAL BIOME,Paldea landmark,location,1080,,https://pokeapi.co/api/v2/location/1080/,https://bulbapedia.bulbagarden.net/wiki/Coastal_Biome,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COASTAL PLAZA,Paldea landmark,location,1081,,https://pokeapi.co/api/v2/location/1081/,https://bulbapedia.bulbagarden.net/wiki/Coastal_Plaza,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COCONUT MILK,Berry-blending ingredient,item,1319,,https://pokeapi.co/api/v2/item/1319/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COLOR CHANGE,Weather-linked trait,ability,16,,https://pokeapi.co/api/v2/ability/16/,https://bulbapedia.bulbagarden.net/wiki/Color_Change_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COMPETITIVE,boosting trait,ability,172,,https://pokeapi.co/api/v2/ability/172/,https://bulbapedia.bulbagarden.net/wiki/Competitive_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CONCERT EVENT,Gen IV location,location,341,,https://pokeapi.co/api/v2/location/341/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
CONFIDENCE,Morale-Boosting trait,ability,10042,,https://pokeapi.co/api/v2/ability/10042/,,3,false,,,,duplicate_surface,duplicate_surface,needs_review
CONQUEROR,Domineering trait,ability,10057,,https://pokeapi.co/api/v2/ability/10057/,,3,false,,,,duplicate_surface,duplicate_surface,needs_review
CONTEST HALL,Sinnoh landmark,location,200,,https://pokeapi.co/api/v2/location/200/,https://bulbapedia.bulbagarden.net/wiki/Contest_Hall,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CONVERSION,Normal status move,move,160,,https://pokeapi.co/api/v2/move/160/,https://bulbapedia.bulbagarden.net/wiki/Conversion_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CORROSION,poisoning trait,ability,212,,https://pokeapi.co/api/v2/ability/212/,https://bulbapedia.bulbagarden.net/wiki/Corrosion_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COSTAR,Ally stat-copying trait,ability,294,,https://pokeapi.co/api/v2/ability/294/,https://bulbapedia.bulbagarden.net/wiki/Costar_(Ability),3,false,,,,needs_more_crossword_clues|editorial_seed_used,"needs_more_crossword_clues, editorial_seed_used",needs_review
COTTON DOWN,Gen VIII ability,ability,238,,https://pokeapi.co/api/v2/ability/238/,https://bulbapedia.bulbagarden.net/wiki/Cotton_Down_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COUMARINE GATE,Kalos landmark,location,667,,https://pokeapi.co/api/v2/location/667/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COUNTER,Fighting physical move,move,68,,https://pokeapi.co/api/v2/move/68/,https://bulbapedia.bulbagarden.net/wiki/Counter,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COURAGE CANDY,Gen VII vitamins,item,1044,,https://pokeapi.co/api/v2/item/1044/,https://bulbapedia.bulbagarden.net/wiki/Courage_Candy,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COURAGE CANDY L,Gen VII vitamins,item,1050,,https://pokeapi.co/api/v2/item/1050/,https://bulbapedia.bulbagarden.net/wiki/Courage_Candy_L,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COURIWAY GATE,Kalos landmark,location,663,,https://pokeapi.co/api/v2/location/663/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
COVERT CLOAK,Held battle item,item,1701,,https://pokeapi.co/api/v2/item/1701/,https://bulbapedia.bulbagarden.net/wiki/Covert_Cloak,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CRACKED POT,Evolution-trigger item,item,1311,,https://pokeapi.co/api/v2/item/1311/,https://bulbapedia.bulbagarden.net/wiki/Cracked_Pot,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CREAM CHEESE,Berry-blending ingredient,item,1714,,https://pokeapi.co/api/v2/item/1714/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CROSSING SLOPE,Hisui landmark,location,971,,https://pokeapi.co/api/v2/location/971/,https://bulbapedia.bulbagarden.net/wiki/Crossing_Slope,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CROWN SHRINE,Galar landmark,location,888,,https://pokeapi.co/api/v2/location/888/,https://bulbapedia.bulbagarden.net/wiki/Crown_Shrine,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CRUSH GRIP,Normal physical move,move,462,,https://pokeapi.co/api/v2/move/462/,https://bulbapedia.bulbagarden.net/wiki/Crush_Grip_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CRYSTAL POOL,Paldea landmark,location,1060,,https://pokeapi.co/api/v2/location/1060/,https://bulbapedia.bulbagarden.net/wiki/Crystal_Pool,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CUCUMBER,Berry-blending ingredient,item,1727,,https://pokeapi.co/api/v2/item/1727/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CUD CHEW,Gen IX ability,ability,291,,https://pokeapi.co/api/v2/ability/291/,https://bulbapedia.bulbagarden.net/wiki/Cud_Chew_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CURRY POWDER,Berry-blending ingredient,item,1758,,https://pokeapi.co/api/v2/item/1758/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
CYNTHIA,Gen IV location,location,263,,https://pokeapi.co/api/v2/location/263/,https://bulbapedia.bulbagarden.net/wiki/Cynthia,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
DAMP,Gen III ability,ability,6,,https://pokeapi.co/api/v2/ability/6/,https://bulbapedia.bulbagarden.net/wiki/Damp_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DAMP MULCH,debuffing item,item,96,,https://pokeapi.co/api/v2/item/96/,https://bulbapedia.bulbagarden.net/wiki/Damp_Mulch,1,false,Gen IV mulch || mulch,"answer_fragment_leak || answer_fragment_leak,too_short,underspecified",,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DAMP ROCK,Held battle item,item,262,,https://pokeapi.co/api/v2/item/262/,https://bulbapedia.bulbagarden.net/wiki/Damp_Rock,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DANCER,Gen VII ability,ability,216,,https://pokeapi.co/api/v2/ability/216/,https://bulbapedia.bulbagarden.net/wiki/Dancer,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DARK,sneaky element,type,17,,https://pokeapi.co/api/v2/type/17/,https://bulbapedia.bulbagarden.net/wiki/Dark,3,true,,,,fallback_only|needs_more_crossword_clues,"fallback_only, needs_more_crossword_clues",needs_review
DARK AURA,Gen VI ability,ability,186,,https://pokeapi.co/api/v2/ability/186/,https://bulbapedia.bulbagarden.net/wiki/Dark_Aura_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DARK GEM,Held battle item,item,604,,https://pokeapi.co/api/v2/item/604/,https://bulbapedia.bulbagarden.net/wiki/Dark_Gem,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DARK MEMORY,Species-linked power item,item,917,,https://pokeapi.co/api/v2/item/917/,https://bulbapedia.bulbagarden.net/wiki/Dark_Memory,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DARK PULSE,flinch-causing move,move,399,,https://pokeapi.co/api/v2/move/399/,https://bulbapedia.bulbagarden.net/wiki/Dark_Pulse_(move),2,false,Dark special move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DARK TERA SHARD,Crafting or exchange material,item,1693,,https://pokeapi.co/api/v2/item/1693/,https://bulbapedia.bulbagarden.net/wiki/Dark_Tera_Shard,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DARK VOID,Move that puts foes to sleep,move,464,,https://pokeapi.co/api/v2/move/464/,https://bulbapedia.bulbagarden.net/wiki/Dark_Void_(move),2,false,Dark status move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DARKINIUM Z BAG,unused,item,953,,https://pokeapi.co/api/v2/item/953/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DAWN STONE,Evolution-trigger item,item,109,,https://pokeapi.co/api/v2/item/109/,https://bulbapedia.bulbagarden.net/wiki/Dawn_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DAY CARE COUPLE,Gen IV location,location,253,,https://pokeapi.co/api/v2/location/253/,https://bulbapedia.bulbagarden.net/wiki/Day-Care_Couple,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
DAZE,core-series ability,ability,10038,,https://pokeapi.co/api/v2/ability/10038/,,1,true,,,,needs_more_crossword_clues|weak_connections_descriptors|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, weak_connections_descriptors, fallback_only, needs_more_crossword_clues",needs_review
DEADWOOD HAUNT,Hisui landmark,location,972,,https://pokeapi.co/api/v2/location/972/,https://bulbapedia.bulbagarden.net/wiki/Deadwood_Haunt,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DECIDIUM Z BAG,unused,item,957,,https://pokeapi.co/api/v2/item/957/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DECOY,Gen V ability,ability,10059,,https://pokeapi.co/api/v2/ability/10059/,https://bulbapedia.bulbagarden.net/wiki/Status_condition_(Mystery_Dungeon),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DEEP SLEEP,Gen V ability,ability,10013,,https://pokeapi.co/api/v2/ability/10013/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DEFEATIST,debuffing ability,ability,129,,https://pokeapi.co/api/v2/ability/129/,https://bulbapedia.bulbagarden.net/wiki/Defeatist_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DEFIANT,boosting trait,ability,128,,https://pokeapi.co/api/v2/ability/128/,https://bulbapedia.bulbagarden.net/wiki/Defiant_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DELTA STREAM,Weather-linked trait,ability,191,,https://pokeapi.co/api/v2/ability/191/,https://bulbapedia.bulbagarden.net/wiki/Delta_Stream_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DESOLATE LAND,Weather-linked trait,ability,190,,https://pokeapi.co/api/v2/ability/190/,https://bulbapedia.bulbagarden.net/wiki/Desolate_Land_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DESTINY BOND,Ghost status move,move,194,,https://pokeapi.co/api/v2/move/194/,https://bulbapedia.bulbagarden.net/wiki/Destiny_Bond_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DESTINY KNOT,Held battle item,item,257,,https://pokeapi.co/api/v2/item/257/,https://bulbapedia.bulbagarden.net/wiki/Destiny_Knot,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DETOURNER WAY,Kalos landmark,location,656,,https://pokeapi.co/api/v2/location/656/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DIAMOND BOTTLE,Picnic item,item,2020,,https://pokeapi.co/api/v2/item/2020/,https://bulbapedia.bulbagarden.net/wiki/Diamond_Bottle,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
DIGLETTS CAVE,Kanto landmark,location,73,,https://pokeapi.co/api/v2/location/73/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DIRE HIT,Raises crit odds in battle,item,56,,https://pokeapi.co/api/v2/item/56/,https://bulbapedia.bulbagarden.net/wiki/Dire_Hit,1,false,A Critical Hit In Battle-only held item || Critical-hit booster,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DISGUST,Gen V ability,ability,10051,,https://pokeapi.co/api/v2/ability/10051/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DISTANT LAND,Gen IV location,location,260,,https://pokeapi.co/api/v2/location/260/,https://bulbapedia.bulbagarden.net/wiki/Distant_land,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
DIVE BALL,Poor on most other targets,item,7,,https://pokeapi.co/api/v2/item/7/,https://bulbapedia.bulbagarden.net/wiki/Dive_Ball,3,false,,,,duplicate_surface,duplicate_surface,needs_review
DNA SPLICERS,Adventure utility item,item,671,,https://pokeapi.co/api/v2/item/671/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DODGE,Gen V ability,ability,10008,,https://pokeapi.co/api/v2/ability/10008/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DOUSE DRIVE,Species-linked power item,item,563,,https://pokeapi.co/api/v2/item/563/,https://bulbapedia.bulbagarden.net/wiki/Douse_Drive,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DOWNLOAD,boosting trait,ability,88,,https://pokeapi.co/api/v2/ability/88/,https://bulbapedia.bulbagarden.net/wiki/Download_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
DRAGON,draconic element,type,16,,https://pokeapi.co/api/v2/type/16/,https://bulbapedia.bulbagarden.net/wiki/Dragon,2,true,dragon-resistant type,answer_fragment_leak,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
